Donation_Id,Donor_ID,Received_Date,Created_At,Amount,Deductible_Amount,Total_Donation_Amount,Fund,Donation_Type,Memo,Source,Transaction_Net,Letter_Sent,Email_Sent,Is_Company?
9644375,8304902,14-Oct-20,"Monday, October 19, 2020 at 08:19 PM",204.81,204.81,204.81,General Support,Online Donation,HH 2020,Individual Contributions,204.81,,,FALSE
9644377,6759772,14-Oct-20,"Monday, October 19, 2020 at 08:22 PM",307.06,307.06,307.06,General Support,Online Donation,HH 2020,Individual Contributions,307.06,,,FALSE
9644379,9009058,14-Oct-20,"Monday, October 19, 2020 at 08:23 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644381,8304975,14-Oct-20,"Monday, October 19, 2020 at 08:24 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9644383,9009354,14-Oct-20,"Monday, October 19, 2020 at 08:25 PM",10,10,10,General Support,Online Donation,HH 2020,Individual Contributions,10,,,FALSE
9644385,8304954,14-Oct-20,"Monday, October 19, 2020 at 08:26 PM",511.55,511.55,511.55,General Support,Online Donation,HH 2020,Individual Contributions,511.55,,,FALSE
9644386,8306218,14-Oct-20,"Monday, October 19, 2020 at 08:26 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644388,1098438,14-Oct-20,"Monday, October 19, 2020 at 08:27 PM",511.55,511.55,511.55,General Support,Online Donation,HH 2020,Individual Contributions,511.55,,,FALSE
9644389,9009368,14-Oct-20,"Monday, October 19, 2020 at 08:28 PM",10.53,10.53,10.53,General Support,Online Donation,HH 2020,Individual Contributions,10.53,,,FALSE
9644392,6607051,14-Oct-20,"Monday, October 19, 2020 at 08:29 PM",1000,1000,1000,General Support,Online Donation,HH 2020,Individual Contributions,1000,,,FALSE
9644396,8299400,14-Oct-20,"Monday, October 19, 2020 at 08:31 PM",40.32,40.32,40.32,General Support,Online Donation,HH 2020,Individual Contributions,40.32,,,FALSE
9644400,9009370,14-Oct-20,"Monday, October 19, 2020 at 08:31 PM",25.87,25.87,25.87,General Support,Online Donation,HH 2020,Individual Contributions,25.87,,,FALSE
9644402,6762412,14-Oct-20,"Monday, October 19, 2020 at 08:33 PM",204.81,204.81,204.81,General Support,Online Donation,HH 2020,Individual Contributions,204.81,,,FALSE
9644410,8304955,14-Oct-20,"Monday, October 19, 2020 at 08:34 PM",500,500,500,General Support,Online Donation,HH 2020,Individual Contributions,500,,,FALSE
9644413,7668498,14-Oct-20,"Monday, October 19, 2020 at 08:34 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9644416,6237559,14-Oct-20,"Monday, October 19, 2020 at 08:36 PM",250,250,250,General Support,Online Donation,HH 2020,Individual Contributions,250,,,FALSE
9644418,6928123,14-Oct-20,"Monday, October 19, 2020 at 08:36 PM",1022.8,1022.8,1022.8,General Support,Online Donation,HH 2020,Individual Contributions,1022.8,,,TRUE
9644442,7813152,14-Oct-20,"Monday, October 19, 2020 at 08:47 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644444,9009047,14-Oct-20,"Monday, October 19, 2020 at 08:48 PM",25.87,25.87,25.87,General Support,Online Donation,HH 2020,Individual Contributions,25.87,,,FALSE
9644446,6569171,14-Oct-20,"Monday, October 19, 2020 at 08:48 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9644449,8652717,14-Oct-20,"Monday, October 19, 2020 at 08:49 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644453,7716804,14-Oct-20,"Monday, October 19, 2020 at 08:51 PM",1505,1505,1505,General Support,Online Donation,HH 2020,Individual Contributions,1505,,,FALSE
9644455,8932625,14-Oct-20,"Monday, October 19, 2020 at 08:52 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9644456,6967389,14-Oct-20,"Monday, October 19, 2020 at 08:55 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644457,8683839,14-Oct-20,"Monday, October 19, 2020 at 08:56 PM",25.87,25.87,25.87,General Support,Online Donation,HH 2020,Individual Contributions,25.87,,,FALSE
9644459,6335895,14-Oct-20,"Monday, October 19, 2020 at 08:57 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644460,8794630,14-Oct-20,"Monday, October 19, 2020 at 08:59 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644462,8663774,14-Oct-20,"Monday, October 19, 2020 at 09:03 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644463,8549327,14-Oct-20,"Monday, October 19, 2020 at 09:03 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644464,9009374,14-Oct-20,"Monday, October 19, 2020 at 09:05 PM",41.21,41.21,41.21,General Support,Online Donation,HH 2020,Individual Contributions,41.21,,,FALSE
9644467,9009376,14-Oct-20,"Monday, October 19, 2020 at 09:06 PM",51.43,51.43,51.43,General Support,Online Donation,HH 2020,Individual Contributions,51.43,,,FALSE
9644468,6784511,15-Oct-20,"Monday, October 19, 2020 at 09:07 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9644469,9009048,15-Oct-20,"Monday, October 19, 2020 at 09:08 PM",25.87,25.87,25.87,General Support,Online Donation,HH 2020,Individual Contributions,25.87,,,FALSE
9644471,6733405,15-Oct-20,"Monday, October 19, 2020 at 09:12 PM",255.93,255.93,255.93,General Support,Online Donation,HH 2020,Individual Contributions,255.93,,,FALSE
9644472,9008378,16-Oct-20,"Monday, October 19, 2020 at 09:14 PM",25.87,25.87,25.87,General Support,Online Donation,HH 2020,Individual Contributions,25.87,,,FALSE
9644473,8662786,16-Oct-20,"Monday, October 19, 2020 at 09:14 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9644474,9009381,17-Oct-20,"Monday, October 19, 2020 at 09:19 PM",102.56,102.56,102.56,General Support,Online Donation,HH 2020,Individual Contributions,102.56,,,FALSE
9644477,9009382,17-Oct-20,"Monday, October 19, 2020 at 09:20 PM",500,500,500,General Support,Online Donation,HH 2020,Individual Contributions,500,,,FALSE
9644478,7573828,17-Oct-20,"Monday, October 19, 2020 at 09:21 PM",2700,2700,2700,General Support,Online Donation,HH 2020,Individual Contributions,2700,,,FALSE
9644479,8818379,18-Oct-20,"Monday, October 19, 2020 at 09:22 PM",20.16,20.16,20.16,General Support,Online Donation,Monthly,Individual Contributions,20.16,,,FALSE
9644480,8713712,19-Oct-20,"Monday, October 19, 2020 at 09:23 PM",75,75,75,General Support,Online Donation,Monthly,Individual Contributions,75,,,FALSE
9646137,6309891,19-Oct-20,"Tuesday, October 20, 2020 at 07:32 PM",600,600,600,General Support,Online Donation,HH 2020 - Socks & Undies Fund,Individual Contributions,600,"Tuesday, October 20, 2020 at 07:32 PM",,FALSE
9646140,8304953,19-Oct-20,"Tuesday, October 20, 2020 at 07:33 PM",100,100,100,General Support,Online Donation,HH 2020,Individual Contributions,100,"Tuesday, October 20, 2020 at 07:34 PM",,FALSE
9646147,6154809,19-Oct-20,"Tuesday, October 20, 2020 at 07:38 PM",715,715,715,General Support and Event Registration,Online Donation,HH 2020; HH 2020 Sponsorship,Churches & Clubs,715,,,TRUE
9647991,8665313,22-Oct-20,"Thursday, October 22, 2020 at 08:47 PM",50,50,50,Event Registration,Check,HH 2020,Individual Contributions,50,"Thursday, October 22, 2020 at 08:49 PM",,FALSE
9647993,1170263,22-Oct-20,"Thursday, October 22, 2020 at 08:52 PM",1000,1000,1000,Event Registration,Check,HH 2020,Individual Contributions,1000,,,FALSE
9647995,7665844,22-Oct-20,"Thursday, October 22, 2020 at 08:54 PM",50,50,50,General Support,Check,HH 2020,Individual Contributions,50,"Thursday, October 22, 2020 at 08:54 PM",,FALSE
9647996,8542967,22-Oct-20,"Thursday, October 22, 2020 at 09:13 PM",25,25,25,General Support,Check,Monthly,Individual Contributions,25,,,FALSE
9647997,8304988,22-Oct-20,"Thursday, October 22, 2020 at 09:14 PM",50,50,50,General Support,Check,HH 2020,Individual Contributions,50,"Thursday, October 22, 2020 at 09:19 PM",,FALSE
9648002,6309934,22-Oct-20,"Thursday, October 22, 2020 at 09:22 PM",300,300,300,General Support,Check,HH 2020,Individual Contributions,300,"Thursday, October 22, 2020 at 09:23 PM",,FALSE
9648003,6448032,22-Oct-20,"Thursday, October 22, 2020 at 09:25 PM",75,75,75,General Support,Check,HH 2020,Individual Contributions,75,"Thursday, October 22, 2020 at 09:25 PM",,FALSE
9648006,9009967,16-Oct-20,"Thursday, October 22, 2020 at 09:33 PM",100,100,100,General Support,Check,HH 2020,Individual Contributions,100,"Thursday, October 22, 2020 at 09:34 PM",,FALSE
9652543,8673377,25-Oct-20,"Tuesday, October 27, 2020 at 04:07 PM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
9652544,8673377,25-Sep-20,"Tuesday, October 27, 2020 at 04:08 PM",25,25,25,General Support,Online Donation,Monthly,Individual Contributions,25,,,FALSE
9652545,9038338,24-Oct-20,"Tuesday, October 27, 2020 at 04:10 PM",102.56,102.56,102.56,General Support,Online Donation,,Individual Contributions,102.56,,,FALSE
9652559,8672381,23-Oct-20,"Tuesday, October 27, 2020 at 04:13 PM",102.56,102.56,102.56,General Support,Online Donation,,Individual Contributions,102.56,,,FALSE
9652565,491220,28-Jul-20,"Tuesday, October 27, 2020 at 04:16 PM",10000,10000,10000,General Support,ACH,,Foundations/Grants/Government,10000,,,TRUE
9652602,9038464,22-Oct-20,"Tuesday, October 27, 2020 at 04:27 PM",153.68,153.68,153.68,General Support,Online Donation,,Individual Contributions,153.68,,,FALSE
9652617,8670663,21-Oct-20,"Tuesday, October 27, 2020 at 04:31 PM",25.87,25.87,25.87,General Support,Online Donation,Monthly,Individual Contributions,25.87,,,FALSE
9652621,3941259,21-Oct-20,"Tuesday, October 27, 2020 at 04:32 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9652627,8667002,21-Oct-20,"Tuesday, October 27, 2020 at 04:36 PM",70,70,70,General Support,Online Donation,Monthly,Individual Contributions,70,,,FALSE
9652632,8670663,19-Oct-20,"Tuesday, October 27, 2020 at 04:38 PM",20,20,20,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,20,,,FALSE
9652633,8670494,18-Oct-20,"Tuesday, October 27, 2020 at 04:39 PM",25,25,25,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,25,,,FALSE
9652635,8316663,12-Oct-20,"Tuesday, October 27, 2020 at 04:41 PM",100,100,100,General Support,Online Donation,Annual donation,Individual Contributions,100,,,FALSE
9652636,8679133,8-Oct-20,"Tuesday, October 27, 2020 at 04:43 PM",10,10,10,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,10,,,FALSE
9652637,6928123,6-Oct-20,"Tuesday, October 27, 2020 at 04:44 PM",300,300,300,General Support,Online Donation,Monthly,Corporate,300,,,TRUE
9652638,8713712,4-Oct-20,"Tuesday, October 27, 2020 at 04:45 PM",100,100,100,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,100,,,FALSE
9652642,8669536,4-Sep-20,"Tuesday, October 27, 2020 at 04:47 PM",25,25,25,General Support,Online Donation,Coronavirus response - Monthly,Individual Contributions,25,,,FALSE
9652653,6928123,6-Oct-20,"Tuesday, October 27, 2020 at 04:53 PM",300,300,300,General Support,Online Donation,Monthly (new Give Lively subscription),Corporate,300,,,TRUE
9653114,5100702,27-Oct-20,"Tuesday, October 27, 2020 at 09:22 PM",6500,6500,6500,General Support,Check,,Foundations/Grants/Government,6500,,,TRUE
9653124,2378397,27-Oct-20,"Tuesday, October 27, 2020 at 09:29 PM",15,15,15,General Support,Check,,Individual Contributions,15,,,FALSE
9653128,6483872,27-Oct-20,"Tuesday, October 27, 2020 at 09:31 PM",250,250,250,General Support,Check,Matching funds from Grand Lodge of Oregon,Churches & Clubs,250,,,TRUE
9653137,5789399,20-Oct-20,"Tuesday, October 27, 2020 at 09:36 PM",10000,10000,10000,Event Registration,Check,HH 2020,Corporate,10000,,,TRUE
9653139,491194,27-Oct-20,"Tuesday, October 27, 2020 at 09:37 PM",1500,1500,1500,General Support,Check,,Churches & Clubs,1500,,,TRUE
9653142,7702449,27-Oct-20,"Tuesday, October 27, 2020 at 09:42 PM",35,35,35,General Support,Check,,Individual Contributions,35,,,TRUE
9653928,6370302,27-Oct-20,"Wednesday, October 28, 2020 at 06:55 PM",42,42,42,General Support,Online Donation,HH 2020 - Monthly,Individual Contributions,42,,,FALSE
9653929,7716745,28-Oct-20,"Wednesday, October 28, 2020 at 06:57 PM",107.67,107.67,107.67,General Support,Online Donation,HH 2020 - Monthly,Individual Contributions,107.67,,,FALSE
9653957,8531595,28-Oct-20,"Wednesday, October 28, 2020 at 07:28 PM",50000,50000,50000,General Support,Check,,Foundations/Grants/Government,50000,,,TRUE
9653962,8696834,28-Oct-20,"Wednesday, October 28, 2020 at 07:30 PM",61.99,61.99,61.99,General Support,Check,"Partial matching, employee gifts",Corporate,61.99,,,TRUE
9653984,9045274,28-Oct-20,"Wednesday, October 28, 2020 at 07:43 PM",75,75,75,General Support,Check,Via Benevity,Individual Contributions,75,,,FALSE
9653988,8515063,28-Oct-20,"Wednesday, October 28, 2020 at 07:47 PM",17.28,17.28,17.28,General Support,Check,May-Aug 2020 employee contributions through Benevity,Individual Contributions,17.28,,,FALSE
9653991,7864038,28-Oct-20,"Wednesday, October 28, 2020 at 07:48 PM",27.72,27.72,27.72,General Support,Check,May-Aug 2020 employee contributions through Benevity,Individual Contributions,27.72,,,FALSE
9653994,2378397,28-Oct-20,"Wednesday, October 28, 2020 at 07:50 PM",7.87,7.87,7.87,General Support,Check,Donations via Benevity,Individual Contributions,7.87,,,FALSE
9653997,9045280,28-Oct-20,"Wednesday, October 28, 2020 at 07:51 PM",75,75,75,General Support,Check,Match for Laurin Maurer employee donation via Benevity,Corporate,75,,,TRUE
9654003,6766798,28-Oct-20,"Wednesday, October 28, 2020 at 08:06 PM",250,250,250,General Support,Online Donation,,Individual Contributions,250,,,FALSE
9654139,494522,28-Jul-20,"Wednesday, October 28, 2020 at 10:43 PM",1000,1000,1000,Event Registration,ACH,HH sponsorship,Corporate,1000,,,TRUE
9654993,8301586,29-Oct-20,"Thursday, October 29, 2020 at 10:26 PM",50,50,50,General Support,Online Donation,Monthly,Individual Contributions,50,,,FALSE
9655965,8715102,30-Oct-20,"Friday, October 30, 2020 at 11:56 PM",20.76,20.76,20.76,General Support,Online Donation,Monthly,Individual Contributions,20.76,,,FALSE
9657680,8672997,31-Oct-20,"Monday, November 02, 2020 at 06:48 PM",10,10,10,General Support,Online Donation,Monthly,Individual Contributions,10,,,FALSE
9657688,635138,1-Nov-20,"Monday, November 02, 2020 at 06:50 PM",20,20,20,General Support,Online Donation,Monthly,Individual Contributions,20,,,FALSE
9658069,8197929,1-Nov-20,"Monday, November 02, 2020 at 10:57 PM",250,250,250,General Support,Online Donation,Monthly,Individual Contributions,250,,,FALSE
9658120,7369459,1-Nov-20,"Monday, November 02, 2020 at 11:21 PM",51.43,51.43,51.43,General Support,Online Donation,Monthly,Individual Contributions,51.43,,,FALSE
9658121,8683839,1-Nov-20,"Monday, November 02, 2020 at 11:22 PM",10.53,10.53,10.53,General Support,Online Donation,HH 2020,Individual Contributions,10.53,,,FALSE
9658122,8531572,1-Nov-20,"Monday, November 02, 2020 at 11:22 PM",330,330,330,General Support,Online Donation,,Individual Contributions,330,,,FALSE
9661926,8655186,4-Nov-20,"Thursday, November 05, 2020 at 06:09 PM",1022.8,1022.8,1022.8,General Support,Online Donation,,Individual Contributions,1022.8,,,FALSE
9665796,8762164,7-Nov-20,"Monday, November 09, 2020 at 08:44 PM",455,455,455,General Support,Online Donation,,Individual Contributions,455,,,FALSE
9665892,7749103,14-Oct-20,"Monday, November 09, 2020 at 11:11 PM",500,500,500,General Support,Online Donation,HH 2020,Individual Contributions,500,,,FALSE
9666062,7719311,6-Nov-20,"Tuesday, November 10, 2020 at 02:41 AM",50,50,50,General Support,Check,Food fund,Individual Contributions,50,"Wednesday, November 11, 2020 at 12:32 AM",,FALSE
9667093,7006995,10-Nov-20,"Tuesday, November 10, 2020 at 05:44 PM",250,250,250,General Support,Check,Honorarium for Debra participating in video,Foundations/Grants/Government,250,,,TRUE
9667096,2568243,10-Nov-20,"Tuesday, November 10, 2020 at 05:53 PM",50,50,50,General Support,Check,,Individual Contributions,50,"Wednesday, November 11, 2020 at 01:03 AM",,FALSE
9667097,7199761,10-Nov-20,"Tuesday, November 10, 2020 at 05:54 PM",500,500,500,General Support,Check,,Churches & Clubs,500,,,TRUE
9667098,8522211,10-Nov-20,"Tuesday, November 10, 2020 at 05:56 PM",5000,5000,5000,General Support,Check,,Foundations/Grants/Government,5000,,,TRUE
9667100,6928123,10-Nov-20,"Tuesday, November 10, 2020 at 05:57 PM",2500,2500,2500,Event Registration,Check,HH 2020 Sponsorship,Corporate,2500,,,TRUE
9667102,8676034,10-Nov-20,"Tuesday, November 10, 2020 at 05:58 PM",50,50,50,General Support,Check,HH 2020,Individual Contributions,50,"Wednesday, November 11, 2020 at 01:08 AM",,FALSE
9667103,1524132,10-Nov-20,"Tuesday, November 10, 2020 at 05:59 PM",500,500,500,General Support,Check,HH 2020,Individual Contributions,500,"Wednesday, November 11, 2020 at 01:13 AM",,FALSE
9667104,1611487,10-Nov-20,"Tuesday, November 10, 2020 at 06:01 PM",100,100,100,General Support,Check,YEA 2020,Individual Contributions,100,"Wednesday, November 11, 2020 at 01:07 AM",,FALSE
9667106,6856809,10-Nov-20,"Tuesday, November 10, 2020 at 06:04 PM",4983.46,4983.46,4983.46,General Support,Check,Tiffany paycheck,Foundations/Grants/Government,4983.46,,,TRUE
9667107,6856809,10-Nov-20,"Tuesday, November 10, 2020 at 06:04 PM",4951.47,4951.47,4951.47,General Support,Check,Tiffany paycheck,Foundations/Grants/Government,4951.47,,,TRUE
9667113,491162,10-Nov-20,"Tuesday, November 10, 2020 at 06:09 PM",42,42,42,General Support,Cash,,Churches & Clubs,42,"Wednesday, November 11, 2020 at 01:00 AM",,TRUE
9667114,6769828,10-Nov-20,"Tuesday, November 10, 2020 at 06:10 PM",50,50,50,General Support,Check,,Individual Contributions,50,"Wednesday, November 11, 2020 at 01:19 AM",,FALSE
9667115,7603243,10-Nov-20,"Tuesday, November 10, 2020 at 06:12 PM",25,25,25,General Support,Check,,Individual Contributions,25,"Wednesday, November 11, 2020 at 01:20 AM",,FALSE
